ID,TargetF1,TargetRAUC
ID_TS_Z4UR2Y,0,0
ID_TS_UPMANQ,0,0
ID_TS_Y0HU97,0,0
ID_TS_NG0APS,0,0
ID_TS_ALDNJ7,0,0
ID_TS_VBJRBZ,0,0
ID_TS_JW8357,0,0
ID_TS_9WRR51,0,0
ID_TS_3BB6F0,0,0
ID_TS_5EP4CW,0,0
ID_TS_CDT9GW,0,0
ID_TS_A44LZ6,0,0
ID_TS_V7S7O4,0,0
ID_TS_YC3S0D,0,0
ID_TS_PJHSG0,0,0
ID_TS_4AJMMU,0,0
ID_TS_ZUQED0,0,0
ID_TS_GV812H,0,0
ID_TS_NC0I4X,0,0
ID_TS_6G1EBZ,0,0
ID_TS_GFLIG5,0,0
ID_TS_GKZJRU,0,0
ID_TS_MXQW3B,0,0
ID_TS_4NTHZM,0,0
ID_TS_32HZS3,0,0
ID_TS_2D1JQB,0,0
ID_TS_EXGFVN,0,0
ID_TS_NVBZW5,0,0
ID_TS_APMXD6,0,0
ID_TS_LQGA3Q,0,0
